q_id;dataset;db_id;SQL;question;tuples;attrs;attr numerical;attr categorical;tables;numerical conditions;categorical conditions;aggr;join;distinct;group by;limit;order by;nested;like;attr num & cat;con num & cat;cells;backlinks
qatch_199;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 1 AND origin = 'primordial';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 1 and origin is equal to primordial;83;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;747;147.759036
qatch_200;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number <= 1 AND origin = 'primordial';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is smaller or equal than 1 and origin is equal to primordial;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_201;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 2 AND origin = 'from decay';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 2 and origin is equal to from decay;11;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;99;0
qatch_202;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 3 AND origin = 'synthetic';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 3 and origin is equal to synthetic;24;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;216;47.8333333
qatch_203;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number = 1 AND phase = 'gas';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is equal to 1 and phase is equal to gas;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_204;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 1 AND phase = 'gas';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 1 and phase is equal to gas;11;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;99;670.727273
qatch_205;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number <= 1 AND phase = 'gas';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is smaller or equal than 1 and phase is equal to gas;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_206;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 2 AND phase = 'solid';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 2 and phase is equal to solid;84;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;756;58.1666667
qatch_207;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 3 AND phase = 'liquid';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 3 and phase is equal to liquid;2;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;18;0
qatch_208;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 4 AND phase = 'unknown phase';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 4 and phase is equal to unknown phase;21;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;189;54.6666667
qatch_209;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'H' AND element = 'Hydrogen';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to H and element is equal to Hydrogen;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_210;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'He' AND element = 'Helium';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to He and element is equal to Helium;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1174
qatch_211;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'Li' AND element = 'Lithium';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to Li and element is equal to Lithium;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1220
qatch_212;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'Be' AND element = 'Beryllium';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to Be and element is equal to Beryllium;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1194
qatch_213;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'B' AND element = 'Boron';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to B and element is equal to Boron;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1252
qatch_214;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'H' AND periodic_table_group = '1';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to H and periodic_table_group is equal to 1;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_215;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'He' AND periodic_table_group = '18';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to He and periodic_table_group is equal to 18;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1174
qatch_216;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'H' AND period = 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to H and period is equal to 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_217;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'He' AND period = 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to He and period is equal to 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1174
qatch_218;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'Li' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to Li and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1220
qatch_219;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'Be' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to Be and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1194
qatch_220;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'B' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to B and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1252
qatch_221;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'H' AND block = 's-block';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to H and block is equal to s-block;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_222;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'H' AND atomic_weight = 1.008;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to H and atomic_weight is equal to 1.008;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_223;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'He' AND atomic_weight = 4.0026;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to He and atomic_weight is equal to 4.0026;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1174
qatch_224;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'Li' AND atomic_weight = 6.94;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to Li and atomic_weight is equal to 6.94;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1220
qatch_225;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'Be' AND atomic_weight = 9.0122;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to Be and atomic_weight is equal to 9.0122;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1194
qatch_226;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'B' AND atomic_weight = 10.81;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to B and atomic_weight is equal to 10.81;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1252
qatch_227;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'H' AND origin = 'primordial';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to H and origin is equal to primordial;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_228;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE symbol = 'H' AND phase = 'gas';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE symbol is equal to H and phase is equal to gas;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_229;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Hydrogen' AND periodic_table_group = '1';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Hydrogen and periodic_table_group is equal to 1;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_230;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Helium' AND periodic_table_group = '18';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Helium and periodic_table_group is equal to 18;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1174
qatch_231;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Hydrogen' AND period = 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Hydrogen and period is equal to 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_232;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Hydrogen' AND period <= 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Hydrogen and period is smaller or equal than 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_233;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Helium' AND period = 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Helium and period is equal to 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1174
qatch_234;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Lithium' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Lithium and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1220
qatch_235;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Beryllium' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Beryllium and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1194
qatch_236;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Boron' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Boron and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1252
qatch_237;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Hydrogen' AND block = 's-block';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Hydrogen and block is equal to s-block;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_238;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Hydrogen' AND atomic_weight = 1.008;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Hydrogen and atomic_weight is equal to 1.008;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_239;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Helium' AND atomic_weight = 4.0026;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Helium and atomic_weight is equal to 4.0026;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1174
qatch_240;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Lithium' AND atomic_weight = 6.94;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Lithium and atomic_weight is equal to 6.94;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1220
qatch_241;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Beryllium' AND atomic_weight = 9.0122;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Beryllium and atomic_weight is equal to 9.0122;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1194
qatch_242;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Boron' AND atomic_weight = 10.81;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Boron and atomic_weight is equal to 10.81;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1252
qatch_243;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Hydrogen' AND origin = 'primordial';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Hydrogen and origin is equal to primordial;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_244;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE element = 'Hydrogen' AND phase = 'gas';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE element is equal to Hydrogen and phase is equal to gas;1;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;9;1326
qatch_245;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '1' AND period = 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 1 and period is equal to 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_246;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '1' AND period >= 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 1 and period is greater or equal than 1;7;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;63;363.714286
qatch_247;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '1' AND period <= 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 1 and period is smaller or equal than 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_248;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '18' AND period = 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 18 and period is equal to 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1174
qatch_249;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '18' AND period >= 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 18 and period is greater or equal than 1;7;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;63;332.428571
qatch_250;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '18' AND period <= 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 18 and period is smaller or equal than 1;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1174
qatch_251;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '2' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 2 and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1194
qatch_252;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '2' AND period >= 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 2 and period is greater or equal than 2;6;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;54;199
qatch_253;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '2' AND period <= 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 2 and period is smaller or equal than 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1194
qatch_254;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '13' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 13 and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1252
qatch_255;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '13' AND period >= 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 13 and period is greater or equal than 2;6;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;54;208.666667
qatch_256;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '13' AND period <= 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 13 and period is smaller or equal than 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1252
qatch_257;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '14' AND period = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 14 and period is equal to 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1220
qatch_258;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '14' AND period >= 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 14 and period is greater or equal than 2;6;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;54;203.333333
qatch_259;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '14' AND period <= 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 14 and period is smaller or equal than 2;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1220
qatch_260;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '1' AND block = 's-block';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 1 and block is equal to s-block;7;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;63;363.714286
qatch_261;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '18' AND block = 'p-block';List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 18 and block is equal to p-block;6;9;3;6;1;0;2;0;0;0;0;0;0;0;0;9;;54;192.166667
qatch_262;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '1' AND atomic_weight = 1.008;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 1 and atomic_weight is equal to 1.008;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_263;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '1' AND atomic_weight >= 1.008;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 1 and atomic_weight is greater or equal than 1.008;7;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;63;363.714286
qatch_264;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '1' AND atomic_weight <= 1.008;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 1 and atomic_weight is smaller or equal than 1.008;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1326
qatch_265;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '18' AND atomic_weight = 4.0026;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 18 and atomic_weight is equal to 4.0026;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1174
qatch_266;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '18' AND atomic_weight >= 4.0026;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 18 and atomic_weight is greater or equal than 4.0026;7;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;63;332.428571
qatch_267;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE periodic_table_group = '18' AND atomic_weight <= 4.0026;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE periodic_table_group is equal to 18 and atomic_weight is smaller or equal than 4.0026;1;9;3;6;1;1;1;0;0;0;0;0;0;0;0;9;2;9;1174
